game,show,date
4380,6737,2013-12-24
4381,6740,2013-12-27
4382,6739,2013-12-26
4383,6741,2013-12-30
4384,6742,2013-12-31
4385,6743,2014-01-01
4386,6744,2014-01-02
4387,6746,2014-01-06
4388,6745,2014-01-03
4389,6747,2014-01-07
4390,6748,2014-01-08
4391,6750,2014-01-10
4392,6749,2014-01-09
4393,6752,2014-01-14
4394,6751,2014-01-13
4395,562,1987-02-03
4396,6753,2014-01-15
4397,6754,2014-01-16
4398,6755,2014-01-17
4399,6757,2014-01-21
4400,6756,2014-01-20
4401,1396,1990-10-01
4402,6758,2014-01-22
4403,1489,1991-02-07
4404,1863,1992-10-14
4405,6759,2014-01-23
4406,6760,2014-01-24
4407,661,1987-06-22
4408,6762,2014-01-28
4409,6761,2014-01-27
4410,1091,1989-05-08
4411,6763,2014-01-29
4412,859,1988-05-05
4413,6764,2014-01-30
4414,1635,1991-10-11
4415,6765,2014-01-31
4416,6766,2014-02-03
4417,6767,2014-02-04
4418,2014,1993-05-13
4419,6768,2014-02-05
4420,6769,2014-02-06
4421,6770,2014-02-07
4422,6771,2014-02-10
4423,6772,2014-02-11
4424,6773,2014-02-12
4425,6774,2014-02-13
4426,6775,2014-02-14
4427,2103,1993-10-27
4428,6776,2014-02-17
4429,6777,2014-02-18
4430,6778,2014-02-19
4431,6779,2014-02-20
4433,6781,2014-02-24
4434,6782,2014-02-25
4435,6783,2014-02-26
4436,6784,2014-02-27
4437,6785,2014-02-28
4438,6786,2014-03-03
4439,6787,2014-03-04
4440,6788,2014-03-05
4441,6789,2014-03-06
4442,6790,2014-03-07
4443,6791,2014-03-10
4444,6792,2014-03-11
4445,6793,2014-03-12
4446,6794,2014-03-13
4447,6795,2014-03-14
4448,6796,2014-03-17
4449,6797,2014-03-18
4450,6798,2014-03-19
4451,6800,2014-03-21
4452,1563,1991-05-22
4453,6801,2014-03-24
4454,6802,2014-03-25
4455,6799,2014-03-20
4456,6803,2014-03-26
4457,6805,2014-03-28
4458,1466,1991-01-07
4459,6804,2014-03-27
4460,913,1988-07-20
4461,6807,2014-04-01
4462,6806,2014-03-31
4463,6808,2014-04-02
4464,6810,2014-04-04
4465,6809,2014-04-03
4466,6812,2014-04-08
4467,6813,2014-04-09
4468,6811,2014-04-07
4469,6814,2014-04-10
4470,6815,2014-04-11
4471,6816,2014-04-14
4472,6817,2014-04-15
4473,955,1988-10-28
4474,6818,2014-04-16
4475,956,1988-10-31
4476,6820,2014-04-18
4477,6819,2014-04-17
4478,6821,2014-04-21
4479,6822,2014-04-22
4480,6823,2014-04-23
4481,6825,2014-04-25
4482,6824,2014-04-24
4483,6826,2014-04-28
4484,6827,2014-04-29
4485,6828,2014-04-30
4486,1953,1993-02-17
4487,1956,1993-02-22
4488,6830,2014-05-02
4489,6829,2014-05-01
4490,469,1986-09-25
4491,944,1988-10-13
4492,2535,1995-09-15
4493,6832,2014-05-06
4494,6831,2014-05-05
4495,2537,1995-09-19
4496,6833,2014-05-07
4497,2739,1996-06-27
4498,2646,1996-02-19
4499,6834,2014-05-08
4500,6835,2014-05-09
4501,2742,1996-07-02
4502,6837,2014-05-13
4503,6836,2014-05-12
4504,6838,2014-05-14
4505,6839,2014-05-15
4507,6841,2014-05-19
4508,6842,2014-05-20
4509,6843,2014-05-21
4510,6844,2014-05-22
4511,6845,2014-05-23
4512,796,1988-02-08
4513,797,1988-02-09
4514,6846,2014-05-26
4515,800,1988-02-12
4516,6847,2014-05-27
4517,1891,1992-11-23
4518,799,1988-02-11
4519,6848,2014-05-28
4520,798,1988-02-10
4521,6849,2014-05-29
4522,801,1988-02-15
4523,6850,2014-05-30
4524,802,1988-02-16
4525,803,1988-02-17
4526,6852,2014-06-03
4527,6851,2014-06-02
4528,6853,2014-06-04
4529,153,1985-04-10
4530,874,1988-05-26
4531,6854,2014-06-05
4532,6855,2014-06-06
4533,521,1986-12-08
4534,6857,2014-06-10
4535,6856,2014-06-09
4536,6858,2014-06-11
4537,6859,2014-06-12
4538,6860,2014-06-13
4539,6861,2014-06-16
4540,6863,2014-06-18
4541,6864,2014-06-19
4542,6865,2014-06-20
4543,6866,2014-06-23
4544,6862,2014-06-17
4545,6868,2014-06-25
4546,6869,2014-06-26
4547,6870,2014-06-27
4548,6871,2014-06-30
4549,6873,2014-07-02
4550,6867,2014-06-24
4551,6875,2014-07-04
4552,1989,1993-04-08
4553,6874,2014-07-03
4554,765,1987-12-25
4555,6876,2014-07-07
4556,6872,2014-07-01
4557,6877,2014-07-08
4558,6878,2014-07-09
4559,753,1987-12-09
4560,718,1987-10-21
4561,6880,2014-07-11
4562,6879,2014-07-10
4563,2108,1993-11-03
4564,821,1988-03-14
4565,6881,2014-07-14
4566,851,1988-04-25
4567,6883,2014-07-16
4568,727,1987-11-03
4569,6885,2014-07-18
4570,6884,2014-07-17
4571,1408,1990-10-17
4572,933,1988-09-28
4573,6887,2014-07-22
4574,6886,2014-07-21
4575,1755,1992-03-27
4576,6888,2014-07-23
4577,705,1987-10-02
4578,6889,2014-07-24
4580,957,1988-11-01
4581,6882,2014-07-15
4582,6890,2014-07-25
4583,1017,1989-01-24
4584,6891,2014-07-28
4585,1018,1989-01-25
4586,6892,2014-07-29
4587,1248,1990-01-24
4588,6893,2014-07-30
4589,6894,2014-07-31
4590,632,1987-05-12
4592,126,1985-03-04
4593,722,1987-10-27
4594,743,1987-11-25
4595,846,1988-04-18
4596,810,1988-02-26
4597,3636,2000-05-29
4598,1136,1989-07-10
4599,1142,1989-07-18
4600,875,1988-05-27
4601,877,1988-05-31
4602,3866,2001-05-28
4603,3869,2001-05-31
4604,854,1988-04-28
4605,3894,2001-07-05
4606,4421,2003-11-24
4607,1144,1989-07-20
4609,3895,2001-07-06
4610,4422,2003-11-25
4611,4423,2003-11-26
4612,4354,2003-07-03
4613,4203,2002-12-04
4614,4401,2003-10-27
4615,4424,2003-11-27
4616,4425,2003-11-28
4617,4426,2003-12-01
4618,4427,2003-12-02
4619,4428,2003-12-03
4620,4429,2003-12-04
4621,4430,2003-12-05
4622,4431,2003-12-08
4623,4432,2003-12-09
4624,4433,2003-12-10
4625,4434,2003-12-11
4626,4435,2003-12-12
4627,4436,2003-12-15
4628,4437,2003-12-16
4629,4438,2003-12-17
4630,4439,2003-12-18
4631,4440,2003-12-19
4632,1092,1989-05-09
4633,4441,2003-12-22
4634,4442,2003-12-23
4635,4443,2003-12-24
4636,4444,2003-12-25
4637,4445,2003-12-26
4638,4446,2003-12-29
4639,4447,2003-12-30
4640,4448,2003-12-31
4641,4449,2004-01-01
4642,4450,2004-01-02
4643,769,1987-12-31
4644,770,1988-01-01
4645,771,1988-01-04
4646,772,1988-01-05
4647,773,1988-01-06
4648,6896,2014-09-15
4649,6898,2014-09-17
4650,6897,2014-09-16
4651,6899,2014-09-18
4652,4383,2003-10-01
4653,6900,2014-09-19
4654,4371,2003-09-15
4655,4372,2003-09-16
4656,4373,2003-09-17
4657,4374,2003-09-18
4658,4375,2003-09-19
4659,4381,2003-09-29
4660,4382,2003-09-30
4661,4384,2003-10-02
4662,4385,2003-10-03
4663,725,1987-10-30
4664,4386,2003-10-06
4665,4387,2003-10-07
4666,6901,2014-09-22
4667,6902,2014-09-23
4668,6903,2014-09-24
4669,4400,2003-10-24
4670,4402,2003-10-28
4671,4403,2003-10-29
4672,4404,2003-10-30
4673,4405,2003-10-31
4674,4406,2003-11-03
4675,4407,2003-11-04
4676,4408,2003-11-05
4677,4409,2003-11-06
4678,4410,2003-11-07
4679,6905,2014-09-26
4680,6904,2014-09-25
4681,6908,2014-10-01
4682,6909,2014-10-02
4683,6906,2014-09-29
4684,6907,2014-09-30
4685,6910,2014-10-03
4686,787,1988-01-26
4687,6913,2014-10-08
4688,6914,2014-10-09
4689,6911,2014-10-06
4690,6912,2014-10-07
4691,6915,2014-10-10
4692,788,1988-01-27
4693,2155,1994-01-07
4694,6916,2014-10-13
4695,6917,2014-10-14
4696,6918,2014-10-15
4697,790,1988-01-29
4698,6920,2014-10-17
4699,791,1988-02-01
4700,6921,2014-10-20
4701,6922,2014-10-21
4702,792,1988-02-02
4703,6923,2014-10-22
4704,793,1988-02-03
4705,794,1988-02-04
4706,6919,2014-10-16
4707,6924,2014-10-23
4708,6925,2014-10-24
4709,795,1988-02-05
4710,789,1988-01-28
4711,6926,2014-10-27
4712,6927,2014-10-28
4713,6928,2014-10-29
4714,6929,2014-10-30
4715,6930,2014-10-31
4716,6931,2014-11-03
4717,6932,2014-11-04
4718,6933,2014-11-05
4719,6935,2014-11-07
4720,6936,2014-11-10
4721,6937,2014-11-11
4722,6938,2014-11-12
4723,6934,2014-11-06
4724,6939,2014-11-13
4725,6940,2014-11-14
4726,6941,2014-11-17
4727,1336,1990-05-28
4728,6942,2014-11-18
4729,6943,2014-11-19
4730,6944,2014-11-20
4732,6946,2014-11-24
4733,824,1988-03-17
4734,6947,2014-11-25
4735,6948,2014-11-26
4736,6949,2014-11-27
4737,6950,2014-11-28
4738,6951,2014-12-01
4739,6952,2014-12-02
4740,6953,2014-12-03
4741,6954,2014-12-04
4742,6955,2014-12-05
4743,4484,2004-02-19
4744,6956,2014-12-08
4745,6957,2014-12-09
4746,6958,2014-12-10
4747,6959,2014-12-11
4748,6960,2014-12-12
4749,6961,2014-12-15
4750,6962,2014-12-16
4751,4483,2004-02-18
4752,6963,2014-12-17
4753,6964,2014-12-18
4754,6965,2014-12-19
4755,6966,2014-12-22
4756,6967,2014-12-23
4757,1496,1991-02-18
4758,1497,1991-02-19
4759,1499,1991-02-21
4761,6968,2014-12-24
4762,6969,2014-12-25
4763,1491,1991-02-11
4764,1492,1991-02-12
4765,1493,1991-02-13
4766,1494,1991-02-14
4767,1495,1991-02-15
4768,6970,2014-12-26
4769,6971,2014-12-29
4770,6972,2014-12-30
4771,6973,2014-12-31
4772,6974,2015-01-01
4773,6975,2015-01-02
4774,6976,2015-01-05
4775,6977,2015-01-06
4776,6978,2015-01-07
4777,6979,2015-01-08
4778,6980,2015-01-09
4779,6981,2015-01-12
4780,6982,2015-01-13
4781,6983,2015-01-14
4782,4413,2003-11-12
4783,6984,2015-01-15
4784,6985,2015-01-16
4785,6986,2015-01-19
4786,6987,2015-01-20
4787,6988,2015-01-21
4788,465,1986-09-19
4789,6989,2015-01-22
4790,6990,2015-01-23
4791,4482,2004-02-17
4792,6991,2015-01-26
4793,4481,2004-02-16
4794,6992,2015-01-27
4795,6993,2015-01-28
4796,4480,2004-02-13
4797,6995,2015-01-30
4798,6994,2015-01-29
4799,4479,2004-02-12
4800,6996,2015-02-02
4801,6997,2015-02-03
4802,4478,2004-02-11
4803,6998,2015-02-04
4804,4477,2004-02-10
4805,6999,2015-02-05
4806,7000,2015-02-06
4807,1160,1989-09-22
4808,4476,2004-02-09
4809,7001,2015-02-09
4810,1161,1989-09-25
4811,7002,2015-02-10
4812,7003,2015-02-11
4814,1163,1989-09-27
4815,1165,1989-09-29
4816,7006,2015-02-16
4817,7007,2015-02-17
4818,7004,2015-02-12
4819,7008,2015-02-18
4820,1166,1989-10-02
4821,1167,1989-10-03
4822,1168,1989-10-04
4823,1169,1989-10-05
4824,1171,1989-10-09
4825,7011,2015-02-23
4826,1172,1989-10-10
4827,1346,1990-06-11
4828,7012,2015-02-24
4829,7010,2015-02-20
4830,1173,1989-10-11
4831,1174,1989-10-12
4832,1176,1989-10-16
4833,7013,2015-02-25
4834,1179,1989-10-19
4835,7016,2015-03-02
4836,1180,1989-10-20
4837,7017,2015-03-03
4838,7014,2015-02-26
4839,7015,2015-02-27
4840,7020,2015-03-06
4841,7021,2015-03-09
4842,7009,2015-02-19
4843,7022,2015-03-10
4844,7018,2015-03-04
4845,7019,2015-03-05
4846,7023,2015-03-11
4847,7024,2015-03-12
4848,7025,2015-03-13
4849,7026,2015-03-16
4850,7027,2015-03-17
4851,7030,2015-03-20
4852,7028,2015-03-18
4853,7029,2015-03-19
4854,7031,2015-03-23
4855,7032,2015-03-24
4856,7033,2015-03-25
4857,7036,2015-03-30
4858,7034,2015-03-26
4859,7035,2015-03-27
4860,7037,2015-03-31
4861,7038,2015-04-01
4862,7039,2015-04-02
4863,7040,2015-04-03
4864,7041,2015-04-06
4865,7042,2015-04-07
4866,7043,2015-04-08
4867,7044,2015-04-09
4868,7045,2015-04-10
4869,990,1988-12-16
4870,7046,2015-04-13
4871,991,1988-12-19
4872,7047,2015-04-14
4873,7048,2015-04-15
4874,7049,2015-04-16
4875,7050,2015-04-17
4876,7051,2015-04-20
4877,7052,2015-04-21
4878,7053,2015-04-22
4879,7054,2015-04-23
4880,7055,2015-04-24
4881,7056,2015-04-27
4882,7057,2015-04-28
4883,7058,2015-04-29
4884,7059,2015-04-30
4885,7060,2015-05-01
4886,7061,2015-05-04
4887,7062,2015-05-05
4888,7063,2015-05-06
4889,7064,2015-05-07
4890,7065,2015-05-08
4891,7066,2015-05-11
4892,7067,2015-05-12
4893,7068,2015-05-13
4894,7069,2015-05-14
4895,7070,2015-05-15
4896,7071,2015-05-18
4897,7072,2015-05-19
4898,7073,2015-05-20
4899,7074,2015-05-21
4900,7075,2015-05-22
4901,7076,2015-05-25
4902,7077,2015-05-26
4903,7078,2015-05-27
4904,7079,2015-05-28
4905,7080,2015-05-29
4906,1242,1990-01-16
4907,7081,2015-06-01
4908,1013,1989-01-18
4909,7082,2015-06-02
4910,1593,1991-07-03
4911,717,1987-10-20
4912,7083,2015-06-03
4913,7084,2015-06-04
4914,822,1988-03-15
4915,7085,2015-06-05
4916,1536,1991-04-15
4917,7086,2015-06-08
4918,499,1986-11-06
4919,7087,2015-06-09
4920,7088,2015-06-10
4921,7089,2015-06-11
4922,719,1987-10-22
4923,7090,2015-06-12
4924,775,1988-01-08
4925,7091,2015-06-15
4926,1590,1991-06-28
4927,7092,2015-06-16
4928,823,1988-03-16
4929,883,1988-06-08
4930,7093,2015-06-17
4931,1014,1989-01-19
4932,931,1988-09-26
4933,7094,2015-06-18
4934,7095,2015-06-19
4935,2500,1995-06-16
4936,7096,2015-06-22
4937,2822,1996-12-03
4938,7097,2015-06-23
4939,1015,1989-01-20
4940,1704,1992-01-16
4941,7098,2015-06-24
4942,1016,1989-01-23
4943,7099,2015-06-25
4944,1470,1991-01-11
4945,7100,2015-06-26
4946,825,1988-03-18
4947,7101,2015-06-29
4948,7102,2015-06-30
4949,7103,2015-07-01
4950,7104,2015-07-02
4951,7105,2015-07-03
4952,840,1988-04-08
4953,7106,2015-07-06
4954,2509,1995-06-29
4955,1620,1991-09-20
4956,7107,2015-07-07
4957,2088,1993-10-06
4958,7108,2015-07-08
4959,7109,2015-07-09
4961,7110,2015-07-10
4962,1621,1991-09-23
4963,1622,1991-09-24
4964,4412,2003-11-11
4965,4414,2003-11-13
4966,4415,2003-11-14
4967,4416,2003-11-17
4968,4418,2003-11-19
4969,4419,2003-11-20
4971,1229,1989-12-28
4972,7111,2015-07-13
4973,1029,1989-02-09
4974,7112,2015-07-14
4975,1806,1992-06-08
4976,7113,2015-07-15
4977,7114,2015-07-16
4978,860,1988-05-06
4979,7115,2015-07-17
4980,1623,1991-09-25
4981,853,1988-04-27
4982,7116,2015-07-20
4984,584,1987-03-05
4985,7117,2015-07-21
4986,852,1988-04-26
4987,7118,2015-07-22
4988,2501,1995-06-19
4989,7119,2015-07-23
4990,959,1988-11-03
4991,7120,2015-07-24
4992,690,1987-09-11
4993,7121,2015-07-27
4994,7122,2015-07-28
4995,989,1988-12-15
4996,1007,1989-01-10
4997,1062,1989-03-28
4998,1063,1989-03-29
4999,1403,1990-10-10
5000,1009,1989-01-12
5001,1010,1989-01-13
5002,7125,2015-07-31
5003,1008,1989-01-11
5004,1299,1990-04-05
5005,7123,2015-07-29
5006,7124,2015-07-30
5007,1006,1989-01-09
5008,2445,1995-03-31
5009,80,1984-12-28
5010,438,1986-05-14
5011,979,1988-12-01
5012,77,1984-12-25
5013,1347,1990-06-12
5014,4376,2003-09-22
5015,4377,2003-09-23
5016,4378,2003-09-24
5017,4379,2003-09-25
5018,84,1985-01-03
5019,1353,1990-06-20
5020,495,1986-10-31
5021,1434,1990-11-22
5022,720,1987-10-23
5023,1011,1989-01-16
5024,981,1988-12-05
5025,782,1988-01-19
5026,820,1988-03-11
5027,1770,1992-04-17
5028,2782,1996-10-08
5029,842,1988-04-12
5030,1181,1989-10-23
5031,1182,1989-10-24
5032,2804,1996-11-07
5033,1183,1989-10-25
5034,1184,1989-10-26
5035,1186,1989-10-30
5036,1187,1989-10-31
5037,7126,2015-09-14
5038,7127,2015-09-15
5039,1188,1989-11-01
5040,7128,2015-09-16
5041,1202,1989-11-21
5042,7129,2015-09-17
5043,7130,2015-09-18
5044,7131,2015-09-21
5045,360,1986-01-24
5046,7132,2015-09-22
5047,1189,1989-11-02
5048,7133,2015-09-23
5049,7134,2015-09-24
5050,7135,2015-09-25
5051,1203,1989-11-22
5052,7136,2015-09-28
5053,7137,2015-09-29
5054,1205,1989-11-24
5055,7138,2015-09-30
5056,7139,2015-10-01
5057,7140,2015-10-02
5058,7141,2015-10-05
5059,7142,2015-10-06
5060,2596,1995-12-11
5061,7143,2015-10-07
5062,7144,2015-10-08
5063,7145,2015-10-09
5064,7146,2015-10-12
5065,7147,2015-10-13
5066,7148,2015-10-14
5067,7149,2015-10-15
5068,2783,1996-10-09
5069,7150,2015-10-16
5070,7151,2015-10-19
5071,7152,2015-10-20
5072,7153,2015-10-21
5073,1562,1991-05-21
5074,7154,2015-10-22
5075,7155,2015-10-23
5076,7156,2015-10-26
5077,2156,1994-01-10
5078,7157,2015-10-27
5079,1741,1992-03-09
5080,2157,1994-01-11
5081,7158,2015-10-28
5082,2164,1994-01-20
5083,7159,2015-10-29
5084,2165,1994-01-21
5085,7160,2015-10-30
5086,2166,1994-01-24
5087,7162,2015-11-03
5088,7161,2015-11-02
5089,7163,2015-11-04
5090,7164,2015-11-05
5091,7165,2015-11-06
5092,7166,2015-11-09
5093,7167,2015-11-10
5094,2167,1994-01-25
5095,7168,2015-11-11
5096,723,1987-10-28
5097,7169,2015-11-12
5098,7170,2015-11-13
5099,7171,2015-11-16
5100,7172,2015-11-17
5101,7173,2015-11-18
5102,724,1987-10-29
5103,7174,2015-11-19
5105,1564,1991-05-23
5106,752,1987-12-08
5107,1305,1990-04-13
5108,7176,2015-11-23
5109,7177,2015-11-24
5110,7178,2015-11-25
5111,754,1987-12-10
5112,7179,2015-11-26
5113,7180,2015-11-27
5114,1207,1989-11-28
5115,1208,1989-11-29
5116,7181,2015-11-30
5117,7182,2015-12-01
5118,1209,1989-11-30
5119,7183,2015-12-02
5120,141,1985-03-25
5121,7184,2015-12-03
5122,7185,2015-12-04
5123,459,1986-09-11
5124,7186,2015-12-07
5125,7187,2015-12-08
5126,7188,2015-12-09
5127,7189,2015-12-10
5128,7190,2015-12-11
5129,7191,2015-12-14
5130,7192,2015-12-15
5131,7193,2015-12-16
5132,7194,2015-12-17
5133,7195,2015-12-18
5134,7196,2015-12-21
5135,876,1988-05-30
5136,7197,2015-12-22
5137,7198,2015-12-23
5138,7199,2015-12-24
5139,7200,2015-12-25
5140,7201,2015-12-28
5141,7202,2015-12-29
5142,830,1988-03-25
5143,831,1988-03-28
5144,7203,2015-12-30
5145,832,1988-03-29
5146,7204,2015-12-31
5147,7205,2016-01-01
5148,833,1988-03-30
5149,834,1988-03-31
5150,7206,2016-01-04
5151,835,1988-04-01
5152,7207,2016-01-05
5153,1738,1992-03-04
5154,7208,2016-01-06
5155,7209,2016-01-07
5156,7210,2016-01-08
5157,7211,2016-01-11
5158,836,1988-04-04
5159,1087,1989-05-02
5160,7212,2016-01-12
5161,837,1988-04-05
5162,2057,1993-07-13
5164,7213,2016-01-13
5165,7214,2016-01-14
5166,7215,2016-01-15
5167,7216,2016-01-18
5168,7217,2016-01-19
5169,2529,1995-09-07
5170,7218,2016-01-20
5171,7219,2016-01-21
5172,7220,2016-01-22
5173,756,1987-12-14
5174,7221,2016-01-25
5175,7222,2016-01-26
5176,7223,2016-01-27
5177,7224,2016-01-28
5178,7225,2016-01-29
5179,755,1987-12-11
5180,7226,2016-02-01
5181,7227,2016-02-02
5182,2678,1996-04-03
5183,7228,2016-02-03
5184,7229,2016-02-04
5185,7230,2016-02-05
5186,760,1987-12-18
5187,7231,2016-02-08
5188,7232,2016-02-09
5189,7233,2016-02-10
5190,761,1987-12-21
5191,762,1987-12-22
5192,7234,2016-02-11
5194,2342,1994-11-08
5195,7236,2016-02-15
5196,7237,2016-02-16
5197,7238,2016-02-17
5198,7239,2016-02-18
5199,7240,2016-02-19
5200,7243,2016-02-24
5201,7241,2016-02-22
5202,7242,2016-02-23
5203,7244,2016-02-25
5204,7245,2016-02-26
5205,7246,2016-02-29
5206,7247,2016-03-01
5207,7248,2016-03-02
5208,7249,2016-03-03
5209,7250,2016-03-04
5210,7251,2016-03-07
5211,7252,2016-03-08
5212,7253,2016-03-09
5213,7254,2016-03-10
5214,7255,2016-03-11
5215,7256,2016-03-14
5216,7257,2016-03-15
5217,7258,2016-03-16
5218,7259,2016-03-17
5219,7260,2016-03-18
5220,7261,2016-03-21
5221,7262,2016-03-22
5222,7263,2016-03-23
5223,7264,2016-03-24
5224,7265,2016-03-25
5225,7266,2016-03-28
5226,7267,2016-03-29
5227,2078,1993-09-22
5228,7268,2016-03-30
5229,730,1987-11-06
5230,7269,2016-03-31
5231,7270,2016-04-01
5232,7271,2016-04-04
5233,7272,2016-04-05
5234,15,1984-09-28
5235,16,1984-10-01
5236,17,1984-10-02
5237,18,1984-10-03
5238,20,1984-10-05
5239,7273,2016-04-06
5240,7274,2016-04-07
5241,7275,2016-04-08
5242,7276,2016-04-11
5243,19,1984-10-04
5244,21,1984-10-08
5245,7277,2016-04-12
5246,728,1987-11-04
5247,7278,2016-04-13
5248,7279,2016-04-14
5249,7280,2016-04-15
5250,729,1987-11-05
5251,7281,2016-04-18
5252,721,1987-10-26
5253,7282,2016-04-19
5254,878,1988-06-01
5255,7283,2016-04-20
5256,879,1988-06-02
5257,7284,2016-04-21
5258,7285,2016-04-22
5259,7286,2016-04-25
5260,880,1988-06-03
5261,7287,2016-04-26
5262,829,1988-03-24
5263,7288,2016-04-27
5264,7289,2016-04-28
5265,881,1988-06-06
5266,2079,1993-09-23
5267,7290,2016-04-29
5268,1090,1989-05-05
5269,7291,2016-05-02
5270,7292,2016-05-03
5271,2400,1995-01-27
5272,882,1988-06-07
5273,7293,2016-05-04
5274,7294,2016-05-05
5275,7295,2016-05-06
5276,7296,2016-05-09
5277,2612,1996-01-02
5278,7297,2016-05-10
5279,884,1988-06-09
5280,7298,2016-05-11
5281,885,1988-06-10
5282,7299,2016-05-12
5284,7301,2016-05-16
5285,886,1988-06-13
5286,7302,2016-05-17
5287,7303,2016-05-18
5288,887,1988-06-14
5289,7304,2016-05-19
5290,7305,2016-05-20
5291,2613,1996-01-03
5292,7306,2016-05-23
5293,7307,2016-05-24
5294,7308,2016-05-25
5295,7309,2016-05-26
5296,7310,2016-05-27
5297,7311,2016-05-30
5298,7312,2016-05-31
5299,2344,1994-11-10
5300,7313,2016-06-01
5301,7314,2016-06-02
5302,7315,2016-06-03
5303,2343,1994-11-09
5304,7316,2016-06-06
5305,7317,2016-06-07
5306,7318,2016-06-08
5307,7319,2016-06-09
5308,2345,1994-11-11
5309,7320,2016-06-10
5310,7321,2016-06-13
5311,1343,1990-06-06
5312,1880,1992-11-06
5313,7322,2016-06-14
5314,7323,2016-06-15
5315,7324,2016-06-16
5316,7325,2016-06-17
5317,2230,1994-04-22
5318,2080,1993-09-24
5319,7326,2016-06-20
5320,1084,1989-04-27
5321,7327,2016-06-21
5322,1358,1990-06-27
5324,2414,1995-02-16
5325,7328,2016-06-22
5326,1076,1989-04-17
5327,7329,2016-06-23
5328,7330,2016-06-24
5329,1359,1990-06-28
5330,7331,2016-06-27
5331,2081,1993-09-27
5332,7332,2016-06-28
5333,1606,1991-09-02
5334,996,1988-12-26
5335,7333,2016-06-29
5336,7334,2016-06-30
5337,7335,2016-07-01
5338,659,1987-06-18
5339,7336,2016-07-04
5340,702,1987-09-29
5341,2524,1995-07-20
5343,7337,2016-07-05
5344,1441,1990-12-03
5345,7338,2016-07-06
5346,2082,1993-09-28
5347,660,1987-06-19
5349,7339,2016-07-07
5350,7340,2016-07-08
5351,7341,2016-07-11
5352,664,1987-06-25
5353,1524,1991-03-28
5354,544,1987-01-08
5355,665,1987-06-26
5356,697,1987-09-22
5357,666,1987-06-29
5358,2083,1993-09-29
5359,667,1987-06-30
5360,668,1987-07-01
5362,7342,2016-07-12
5363,7347,2016-07-19
5364,986,1988-12-12
5365,7346,2016-07-18
5366,7351,2016-07-25
5367,1667,1991-11-26
5368,7352,2016-07-26
5369,1710,1992-01-24
5370,2084,1993-09-30
5371,678,1987-07-15
5372,570,1987-02-13
5373,669,1987-07-02
5374,1675,1991-12-06
5375,2085,1993-10-01
5376,7343,2016-07-13
5377,7344,2016-07-14
5378,7345,2016-07-15
5379,7348,2016-07-20
5380,7349,2016-07-21
5381,7350,2016-07-22
5382,7353,2016-07-27
5383,7354,2016-07-28
5384,7355,2016-07-29
5385,670,1987-07-03
5386,2573,1995-11-08
5387,712,1987-10-13
5388,872,1988-05-24
5389,2453,1995-04-12
5390,2086,1993-10-04
5391,2574,1995-11-09
5392,2775,1996-09-27
5393,2787,1996-10-15
5394,2695,1996-04-26
5395,372,1986-02-11
5396,373,1986-02-12
5397,374,1986-02-13
5398,2307,1994-09-20
5399,2648,1996-02-21
5400,2575,1995-11-10
5401,2733,1996-06-19
5402,2712,1996-05-21
5403,7357,2016-09-13
5404,7356,2016-09-12
5405,7358,2016-09-14
5406,7359,2016-09-15
5407,7360,2016-09-16
5408,7362,2016-09-20
5409,7361,2016-09-19
5410,7363,2016-09-21
5411,7364,2016-09-22
5412,7365,2016-09-23
5413,7366,2016-09-26
5414,2684,1996-04-11
5415,7367,2016-09-27
5417,2616,1996-01-08
5418,7368,2016-09-28
5419,7369,2016-09-29
5420,2597,1995-12-12
5421,7370,2016-09-30
5422,7371,2016-10-03
5423,7372,2016-10-04
5424,7373,2016-10-05
5425,531,1986-12-22
5426,7374,2016-10-06
5427,7375,2016-10-07
5428,7376,2016-10-10
5429,7377,2016-10-11
5430,7378,2016-10-12
5431,7379,2016-10-13
5432,7380,2016-10-14
5433,7382,2016-10-18
5434,2606,1995-12-25
5435,2607,1995-12-26
5437,7381,2016-10-17
5438,7383,2016-10-19
5439,7384,2016-10-20
5440,7385,2016-10-21
5441,7387,2016-10-25
5442,7386,2016-10-24
5443,7392,2016-11-01
5444,7388,2016-10-26
5445,7389,2016-10-27
5446,7390,2016-10-28
5447,7391,2016-10-31
5448,7393,2016-11-02
5449,7397,2016-11-08
5450,1963,1993-03-03
5451,7394,2016-11-03
5452,7395,2016-11-04
5453,7396,2016-11-07
5454,7398,2016-11-09
5455,7399,2016-11-10
5456,7400,2016-11-11
5457,7401,2016-11-14
5458,7402,2016-11-15
5459,7403,2016-11-16
5460,7404,2016-11-17
5461,7405,2016-11-18
5462,7406,2016-11-21
5464,1037,1989-02-21
5465,7408,2016-11-23
5466,7409,2016-11-24
5467,7410,2016-11-25
5468,7412,2016-11-29
5469,7417,2016-12-06
5470,7422,2016-12-13
5471,7423,2016-12-14
5472,7424,2016-12-15
5473,7425,2016-12-16
5474,7426,2016-12-19
5475,7427,2016-12-20
5476,7428,2016-12-21
5477,7429,2016-12-22
5478,7411,2016-11-28
5479,7413,2016-11-30
5480,7414,2016-12-01
5481,7415,2016-12-02
5482,7416,2016-12-05
5483,7418,2016-12-07
5484,7419,2016-12-08
5485,7420,2016-12-09
5486,7421,2016-12-12
5487,7430,2016-12-23
5488,7431,2016-12-26
